date,tournament,surface,round,winner,loser,pin_winner_odds,pin_loser_odds,model_winner_prob,model_winner_odds,model_loser_odds,model_pick,model_pick_prob,model_pick_odds,pin_pick_odds,clv_pick,model_correct,pick_won
2025-05-18,Internationaux de Strasbourg,Clay,1st Round,Samsonova L.,Noskova L.,2.28,1.69,0.659,1.5174506828528072,2.9325513196480935,Samsonova L.,0.659,1.5174506828528072,2.28,22.04035087719298,True,True
2025-05-18,Internationaux de Strasbourg,Clay,1st Round,Sramkova R.,Putintseva Y.,2.5,1.59,0.33,3.0303030303030303,1.4925373134328357,Putintseva Y.,0.67,1.4925373134328357,1.59,4.1069182389937176,False,False
2025-05-18,Internationaux de Strasbourg,Clay,1st Round,Linette M.,Krejcikova B.,1.57,2.56,0.457,2.1881838074398248,1.841620626151013,Krejcikova B.,0.5429999999999999,1.841620626151013,2.56,15.237499999999994,False,False
2025-05-19,Internationaux de Strasbourg,Clay,1st Round,Bouzkova M.,Cornet A.,1.16,5.75,0.7809999999999999,1.2804097311139566,4.566210045662101,Bouzkova M.,0.7809999999999999,1.2804097311139566,1.16,-8.106896551724152,True,True
2025-05-19,Internationaux de Strasbourg,Clay,1st Round,Krueger A.,Kessler M.,1.45,2.91,0.583,1.7152658662092626,2.398081534772182,Krueger A.,0.583,1.7152658662092626,1.45,-10.66551724137932,True,True
2025-05-19,Internationaux de Strasbourg,Clay,1st Round,Haddad Maia B.,Tauson C.,3.49,1.34,0.39299999999999996,2.544529262086514,1.6474464579901154,Tauson C.,0.607,1.6474464579901154,1.34,-13.926865671641785,False,False
2025-05-19,Internationaux de Strasbourg,Clay,1st Round,Kalinskaya A.,Dolehide C.,1.73,2.19,0.511,1.9569471624266144,2.044989775051125,Kalinskaya A.,0.511,1.9569471624266144,1.73,-6.703468208092489,True,True
2025-05-19,Internationaux de Strasbourg,Clay,1st Round,Collins D.,Kenin S.,1.78,2.12,0.57,1.7543859649122808,2.3255813953488373,Collins D.,0.57,1.7543859649122808,1.78,0.8202247191011147,True,True
2025-05-19,Internationaux de Strasbourg,Clay,1st Round,Blinkova A.,Frech M.,2.05,1.83,0.349,2.865329512893983,1.5360983102918588,Frech M.,0.6509999999999999,1.5360983102918588,1.83,10.455191256830599,False,False
2025-05-19,Internationaux de Strasbourg,Clay,1st Round,Raducanu E.,Kasatkina D.,1.96,1.91,0.545,1.8348623853211008,2.1978021978021975,Raducanu E.,0.545,1.8348623853211008,1.96,3.4795918367346967,True,True
2025-05-20,Internationaux de Strasbourg,Clay,2nd Round,Linette M.,Sramkova R.,1.84,2.06,0.614,1.6286644951140066,2.5906735751295336,Linette M.,0.614,1.6286644951140066,1.84,7.052173913043481,True,True
2025-05-20,Internationaux de Strasbourg,Clay,2nd Round,Samsonova L.,Parry D.,1.65,2.37,0.68,1.4705882352941175,3.125,Samsonova L.,0.68,1.4705882352941175,1.65,7.393939393939397,True,True
2025-05-21,Internationaux de Strasbourg,Clay,2nd Round,Haddad Maia B.,Krueger A.,2.2,1.74,0.507,1.9723865877712032,2.028397565922921,Haddad Maia B.,0.507,1.9723865877712032,2.2,5.245454545454548,True,True
2025-05-21,Internationaux de Strasbourg,Clay,2nd Round,Navarro E.,Blinkova A.,1.3,3.82,0.579,1.7271157167530227,2.375296912114014,Navarro E.,0.579,1.7271157167530227,1.3,-19.02307692307692,True,True
2025-05-21,Internationaux de Strasbourg,Clay,2nd Round,Collins D.,Raducanu E.,1.69,2.29,0.565,1.7699115044247788,2.2988505747126435,Collins D.,0.565,1.7699115044247788,1.69,-2.6715976331361024,True,True
2025-05-21,Internationaux de Strasbourg,Clay,2nd Round,Kalinskaya A.,Pegula J.,2.78,1.49,0.305,3.278688524590164,1.4388489208633095,Pegula J.,0.695,1.4388489208633095,1.49,2.3859060402684484,False,False
2025-05-22,Internationaux de Strasbourg,Clay,Quarterfinals,Rybakina E.,Linette M.,1.31,3.81,0.785,1.2738853503184713,4.651162790697675,Rybakina E.,0.785,1.2738853503184713,1.31,2.1641221374045894,True,True
2025-05-22,Internationaux de Strasbourg,Clay,Quarterfinals,Haddad Maia B.,Navarro E.,3.41,1.37,0.446,2.242152466367713,1.8050541516245489,Navarro E.,0.5539999999999999,1.8050541516245489,1.37,-17.592700729927014,False,False
2025-05-22,Internationaux de Strasbourg,Clay,Quarterfinals,Samsonova L.,Badosa P.,2.24,1.73,0.653,1.5313935681470137,2.881844380403458,Samsonova L.,0.653,1.5313935681470137,2.24,20.657142857142862,True,True
2025-05-23,Internationaux de Strasbourg,Clay,Semifinals,Rybakina E.,Haddad Maia B.,1.28,4.13,0.782,1.278772378516624,4.587155963302752,Rybakina E.,0.782,1.278772378516624,1.28,0.07500000000000284,True,True
2025-05-23,Internationaux de Strasbourg,Clay,Semifinals,Samsonova L.,Collins D.,2.7,1.53,0.484,2.066115702479339,1.937984496124031,Collins D.,0.516,1.937984496124031,1.53,-13.759477124183006,False,False
2025-05-24,Internationaux de Strasbourg,Clay,The Final,Rybakina E.,Samsonova L.,1.49,2.85,0.648,1.5432098765432098,2.840909090909091,Rybakina E.,0.648,1.5432098765432098,1.49,-2.3140939597315446,True,True
2025-05-25,French Open,Clay,1st Round,Mboko V.,Sun L.,1.26,4.29,0.654,1.529051987767584,2.890173410404624,Mboko V.,0.654,1.529051987767584,1.26,-13.965079365079358,True,True
2025-05-25,French Open,Clay,1st Round,Svitolina E.,Sonmez Z.,1.07,10.78,0.8370000000000001,1.194743130227001,6.134969325153374,Svitolina E.,0.8370000000000001,1.194743130227001,1.07,-9.757943925233636,True,True
2025-05-25,French Open,Clay,1st Round,Bondar A.,Siegemund L.,1.64,2.39,0.565,1.7699115044247788,2.2988505747126435,Bondar A.,0.565,1.7699115044247788,1.64,-4.475609756097565,True,True
2025-05-25,French Open,Clay,1st Round,Lys E.,Stearns P.,3.34,1.37,0.63,1.5873015873015872,2.7027027027027026,Lys E.,0.63,1.5873015873015872,3.34,33.05988023952096,True,True
2025-05-25,French Open,Clay,1st Round,Sabalenka A.,Rakhimova K.,1.02,32.48,0.902,1.1086474501108647,10.204081632653061,Sabalenka A.,0.902,1.1086474501108647,1.02,-7.839215686274503,True,True
2025-05-25,French Open,Clay,1st Round,Arango E.,Eala A.,2.33,1.67,0.645,1.5503875968992247,2.8169014084507045,Arango E.,0.645,1.5503875968992247,2.33,21.581545064377682,True,True
2025-05-25,French Open,Clay,1st Round,Zheng Q.,Pavlyuchenkova A.,1.16,6.09,0.713,1.402524544179523,3.4843205574912894,Zheng Q.,0.713,1.402524544179523,1.16,-14.906896551724147,True,True
2025-05-25,French Open,Clay,1st Round,Teichmann J.,Stefanini L.,1.57,2.54,0.5379999999999999,1.8587360594795541,2.1645021645021645,Teichmann J.,0.5379999999999999,1.8587360594795541,1.57,-9.894267515923572,True,True
2025-05-25,French Open,Clay,1st Round,Vekic D.,Blinkova A.,1.74,2.2,0.64,1.5625,2.7777777777777777,Vekic D.,0.64,1.5625,1.74,6.528735632183913,True,True
2025-05-25,French Open,Clay,1st Round,Jovic I.,Zarazua R.,1.88,2.01,0.532,1.8796992481203008,2.1367521367521367,Jovic I.,0.532,1.8796992481203008,1.88,0.008510638297876127,True,True
2025-05-25,French Open,Clay,1st Round,Paolini J.,Yuan Y.,1.04,17.28,0.794,1.2594458438287153,4.854368932038835,Paolini J.,0.794,1.2594458438287153,1.04,-16.75384615384614,True,True
2025-05-25,French Open,Clay,1st Round,Potapova A.,Noskova L.,1.77,2.16,0.591,1.6920473773265652,2.444987775061125,Potapova A.,0.591,1.6920473773265652,1.77,2.602824858757058,True,True
2025-05-25,French Open,Clay,1st Round,Bejlek S.,Kostyuk M.,5.72,1.17,0.5710000000000001,1.7513134851138352,2.331002331002331,Bejlek S.,0.5710000000000001,1.7513134851138352,5.72,39.61748251748252,True,True
2025-05-26,French Open,Clay,1st Round,Bouzas Maneiro J.,Navarro E.,4.59,1.23,0.522,1.9157088122605364,2.092050209205021,Bouzas Maneiro J.,0.522,1.9157088122605364,4.59,30.41350762527233,True,True
2025-05-26,French Open,Clay,1st Round,Starodubtseva Y.,Korpatsch T.,2.03,1.85,0.408,2.450980392156863,1.689189189189189,Korpatsch T.,0.5920000000000001,1.689189189189189,1.85,5.145945945945963,False,False
2025-05-26,French Open,Clay,1st Round,Kudermetova V.,Tomova V.,1.29,3.96,0.691,1.4471780028943562,3.236245954692557,Kudermetova V.,0.691,1.4471780028943562,1.29,-8.419379844961238,True,True
2025-05-26,French Open,Clay,1st Round,Swiatek I.,Sramkova R.,1.04,16.89,0.8909999999999999,1.1223344556677892,9.174311926605505,Swiatek I.,0.8909999999999999,1.1223344556677892,1.04,-7.053846153846155,True,True
2025-05-26,French Open,Clay,1st Round,Samsonova L.,Sherif M.,1.41,3.12,0.612,1.6339869281045751,2.577319587628866,Samsonova L.,0.612,1.6339869281045751,1.41,-9.72198581560284,True,True
2025-05-26,French Open,Clay,1st Round,Montgomery R.,Parry D.,3.15,1.4,0.512,1.953125,2.0491803278688523,Montgomery R.,0.512,1.953125,3.15,19.453968253968256,True,True
2025-05-26,French Open,Clay,1st Round,Cristian J.,Birrell K.,1.4,3.17,0.82,1.2195121951219512,5.555555555555555,Cristian J.,0.82,1.2195121951219512,1.4,10.571428571428566,True,True
2025-05-26,French Open,Clay,1st Round,Badosa P.,Osaka N.,2.05,1.85,0.387,2.5839793281653747,1.6313213703099512,Osaka N.,0.613,1.6313213703099512,1.85,7.245945945945953,False,False
2025-05-26,French Open,Clay,1st Round,Pera B.,Garcia C.,1.76,2.17,0.32899999999999996,3.0395136778115504,1.490312965722802,Garcia C.,0.6709999999999999,1.490312965722802,2.17,21.017050691244233,False,False
2025-05-26,French Open,Clay,1st Round,Tomljanovic A.,Joint M.,3.37,1.36,0.322,3.1055900621118013,1.4749262536873158,Joint M.,0.6779999999999999,1.4749262536873158,1.36,-5.729411764705883,False,False
2025-05-26,French Open,Clay,1st Round,Kasatkina D.,Siniakova K.,1.45,2.93,0.635,1.574803149606299,2.73972602739726,Kasatkina D.,0.635,1.574803149606299,1.45,-5.465517241379314,True,True
2025-05-26,French Open,Clay,1st Round,Ostapenko J.,Kudermetova P.,1.21,4.93,0.8059999999999999,1.240694789081886,5.154639175257732,Ostapenko J.,0.8059999999999999,1.240694789081886,1.21,-2.044628099173562,True,True
2025-05-26,French Open,Clay,1st Round,Krejcikova B.,Maria T.,1.17,5.74,0.648,1.5432098765432098,2.840909090909091,Krejcikova B.,0.648,1.5432098765432098,1.17,-20.670085470085475,True,True
2025-05-26,French Open,Clay,1st Round,Alexandrova E.,Bronzetti L.,1.26,4.26,0.8690000000000001,1.150747986191024,7.633587786259541,Alexandrova E.,0.8690000000000001,1.150747986191024,1.26,7.53492063492065,True,True
2025-05-26,French Open,Clay,1st Round,Keys M.,Saville D.,1.07,10.81,0.7809999999999999,1.2804097311139566,4.566210045662101,Keys M.,0.7809999999999999,1.2804097311139566,1.07,-15.357943925233652,True,True
2025-05-26,French Open,Clay,1st Round,Tauson C.,Linette M.,1.62,2.43,0.591,1.6920473773265652,2.444987775061125,Tauson C.,0.591,1.6920473773265652,1.62,-2.6283950617283947,True,True
2025-05-26,French Open,Clay,1st Round,Dolehide C.,Minnen G.,1.54,2.63,0.562,1.779359430604982,2.2831050228310503,Dolehide C.,0.562,1.779359430604982,1.54,-8.73506493506493,True,True
2025-05-26,French Open,Clay,1st Round,Cocciaretto E.,Townsend T.,1.91,1.98,0.5479999999999999,1.8248175182481754,2.2123893805309733,Cocciaretto E.,0.5479999999999999,1.8248175182481754,1.91,2.4439790575916165,True,True
2025-05-27,French Open,Clay,1st Round,Andreeva M.,Bucsa C.,1.06,12.06,0.768,1.3020833333333333,4.310344827586207,Andreeva M.,0.768,1.3020833333333333,1.06,-17.53962264150942,True,True
2025-05-27,French Open,Clay,1st Round,Baptiste H.,Haddad Maia B.,2.22,1.73,0.61,1.639344262295082,2.564102564102564,Baptiste H.,0.61,1.639344262295082,2.22,15.954954954954959,True,True
2025-05-27,French Open,Clay,1st Round,Hibino N.,Uchijima M.,3.26,1.38,0.45,2.2222222222222223,1.8181818181818181,Uchijima M.,0.55,1.8181818181818181,1.38,-17.463768115942035,False,False
2025-05-27,French Open,Clay,1st Round,Vondrousova M.,Selekhmeteva O.,1.51,2.72,0.561,1.7825311942959,2.277904328018223,Vondrousova M.,0.561,1.7825311942959,1.51,-10.125165562913907,True,True
2025-05-27,French Open,Clay,1st Round,Kenin S.,Gracheva V.,1.35,3.5,0.536,1.8656716417910446,2.1551724137931036,Kenin S.,0.536,1.8656716417910446,1.35,-20.474074074074068,True,True
2025-05-27,French Open,Clay,1st Round,Kalinina A.,Avanesyan E.,3.03,1.43,0.502,1.9920318725099602,2.0080321285140563,Kalinina A.,0.502,1.9920318725099602,3.03,17.196699669966996,True,True
2025-05-27,French Open,Clay,1st Round,Gauff C.,Gadecki O.,1.03,17.34,0.9079999999999999,1.1013215859030838,10.869565217391305,Gauff C.,0.9079999999999999,1.1013215859030838,1.03,-6.2873786407767085,True,True
2025-05-27,French Open,Clay,1st Round,Krueger A.,Lamens S.,1.61,2.44,0.5870000000000001,1.7035775127768311,2.4213075060532687,Krueger A.,0.5870000000000001,1.7035775127768311,1.61,-3.411801242236012,True,True
2025-05-27,French Open,Clay,1st Round,Jacquemot E.,Sakkari M.,4.64,1.23,0.397,2.5188916876574305,1.658374792703151,Sakkari M.,0.603,1.658374792703151,1.23,-21.00081300813008,False,False
2025-05-27,French Open,Clay,1st Round,Frech M.,Jabeur O.,3.15,1.4,0.5489999999999999,1.8214936247723135,2.2172949002217295,Frech M.,0.5489999999999999,1.8214936247723135,3.15,23.153968253968248,True,True
2025-05-27,French Open,Clay,1st Round,Boisson L.,Mertens E.,4.61,1.23,0.575,1.7391304347826089,2.3529411764705883,Boisson L.,0.575,1.7391304347826089,4.61,35.80802603036876,True,True
2025-05-27,French Open,Clay,1st Round,Putintseva Y.,Sierra S.,1.64,2.39,0.562,1.779359430604982,2.2831050228310503,Putintseva Y.,0.562,1.779359430604982,1.64,-4.775609756097554,True,True
2025-05-27,French Open,Clay,1st Round,Garland J.,Volynets K.,3.47,1.35,0.483,2.070393374741201,1.9342359767891681,Volynets K.,0.517,1.9342359767891681,1.35,-22.37407407407407,False,False
2025-05-27,French Open,Clay,1st Round,Bouzkova M.,Kalinskaya A.,2.39,1.64,0.632,1.5822784810126582,2.717391304347826,Bouzkova M.,0.632,1.5822784810126582,2.39,21.358995815899583,True,True
2025-05-27,French Open,Clay,1st Round,Parks A.,Muchova K.,9.84,1.08,0.373,2.680965147453083,1.594896331738437,Muchova K.,0.627,1.594896331738437,1.08,-29.89259259259258,False,False
2025-05-28,French Open,Clay,2nd Round,Zheng Q.,Arango E.,1.05,16.58,0.738,1.3550135501355014,3.8167938931297707,Zheng Q.,0.738,1.3550135501355014,1.05,-21.438095238095233,True,True
2025-05-28,French Open,Clay,2nd Round,Anisimova A.,Golubic V.,1.12,7.6,0.809,1.2360939431396785,5.2356020942408374,Anisimova A.,0.809,1.2360939431396785,1.12,-8.385714285714274,True,True
2025-05-28,French Open,Clay,2nd Round,Mboko V.,Lys E.,1.57,2.5,0.498,2.0080321285140563,1.9920318725099602,Lys E.,0.502,1.9920318725099602,2.5,10.199999999999998,False,False
2025-05-28,French Open,Clay,2nd Round,Paolini J.,Tomljanovic A.,1.11,8.45,0.723,1.3831258644536653,3.6101083032490977,Paolini J.,0.723,1.3831258644536653,1.11,-17.790090090090082,True,True
2025-05-28,French Open,Clay,2nd Round,Svitolina E.,Bondar A.,1.11,8.44,0.696,1.4367816091954024,3.2894736842105265,Svitolina E.,0.696,1.4367816091954024,1.11,-20.490090090090085,True,True
2025-05-28,French Open,Clay,2nd Round,Pera B.,Vekic D.,2.5,1.6,0.313,3.194888178913738,1.455604075691412,Vekic D.,0.687,1.455604075691412,1.6,6.2000000000000055,False,False
2025-05-28,French Open,Clay,2nd Round,Starodubtseva Y.,Potapova A.,4.62,1.24,0.402,2.487562189054726,1.6722408026755853,Potapova A.,0.598,1.6722408026755853,1.24,-20.84516129032259,False,False
2025-05-28,French Open,Clay,2nd Round,Tauson C.,Rus A.,1.18,5.71,0.6629999999999999,1.508295625942685,2.9673590504451037,Tauson C.,0.6629999999999999,1.508295625942685,1.18,-18.445762711864422,True,True
2025-05-28,French Open,Clay,2nd Round,Swiatek I.,Raducanu E.,1.11,8.39,0.816,1.2254901960784315,5.434782608695652,Swiatek I.,0.816,1.2254901960784315,1.11,-8.490090090090085,True,True
2025-05-28,French Open,Clay,2nd Round,Danilovic O.,Collins D.,2.14,1.79,0.536,1.8656716417910446,2.1551724137931036,Danilovic O.,0.536,1.8656716417910446,2.14,6.871028037383181,True,True
2025-05-28,French Open,Clay,2nd Round,Cristian J.,Bejlek S.,1.75,2.21,0.46,2.1739130434782608,1.8518518518518516,Bejlek S.,0.54,1.8518518518518516,2.21,8.75113122171946,False,False
2025-05-28,French Open,Clay,2nd Round,Ostapenko J.,Dolehide C.,1.26,4.32,0.552,1.8115942028985506,2.232142857142857,Ostapenko J.,0.552,1.8115942028985506,1.26,-24.165079365079357,True,True
2025-05-28,French Open,Clay,2nd Round,Sabalenka A.,Teichmann J.,1.01,30.29,0.8220000000000001,1.21654501216545,5.617977528089887,Sabalenka A.,0.8220000000000001,1.21654501216545,1.01,-16.809900990099003,True,True
2025-05-28,French Open,Clay,2nd Round,Yastremska D.,Shnaider D.,2.93,1.47,0.414,2.4154589371980677,1.7064846416382253,Shnaider D.,0.586,1.7064846416382253,1.47,-9.427210884353743,False,False
2025-05-28,French Open,Clay,2nd Round,Rybakina E.,Jovic I.,1.09,9.8,0.742,1.3477088948787062,3.875968992248062,Rybakina E.,0.742,1.3477088948787062,1.09,-17.54311926605504,True,True
2025-05-29,French Open,Clay,2nd Round,Andreeva M.,Krueger A.,1.14,6.78,0.738,1.3550135501355014,3.8167938931297707,Andreeva M.,0.738,1.3550135501355014,1.14,-13.919298245614042,True,True
2025-05-29,French Open,Clay,2nd Round,Vondrousova M.,Frech M.,1.46,2.95,0.551,1.8148820326678765,2.2271714922048997,Vondrousova M.,0.551,1.8148820326678765,1.46,-13.393150684931499,True,True
2025-05-29,French Open,Clay,2nd Round,Bouzkova M.,Kartal S.,1.52,2.71,0.5710000000000001,1.7513134851138352,2.331002331002331,Bouzkova M.,0.5710000000000001,1.7513134851138352,1.52,-8.689473684210524,True,True
2025-05-29,French Open,Clay,2nd Round,Pegula J.,Li A.,1.24,4.55,0.711,1.4064697609001406,3.4602076124567476,Pegula J.,0.711,1.4064697609001406,1.24,-9.54516129032259,True,True
2025-05-29,French Open,Clay,2nd Round,Baptiste H.,Hibino N.,1.25,4.46,0.741,1.349527665317139,3.861003861003861,Baptiste H.,0.741,1.349527665317139,1.25,-5.900000000000006,True,True
2025-05-29,French Open,Clay,2nd Round,Alexandrova E.,Cocciaretto E.,1.24,4.65,0.763,1.310615989515072,4.219409282700422,Alexandrova E.,0.763,1.310615989515072,1.24,-4.345161290322586,True,True
2025-05-29,French Open,Clay,2nd Round,Bouzas Maneiro J.,Montgomery R.,1.48,2.87,0.5820000000000001,1.7182130584192439,2.3923444976076556,Bouzas Maneiro J.,0.5820000000000001,1.7182130584192439,1.48,-9.367567567567558,True,True
2025-05-29,French Open,Clay,2nd Round,Putintseva Y.,Garland J.,1.36,3.43,0.5379999999999999,1.8587360594795541,2.1645021645021645,Putintseva Y.,0.5379999999999999,1.8587360594795541,1.36,-19.729411764705883,True,True
2025-05-29,French Open,Clay,2nd Round,Kudermetova V.,Krejcikova B.,1.58,2.54,0.606,1.6501650165016502,2.5380710659898478,Kudermetova V.,0.606,1.6501650165016502,1.58,-2.691139240506324,True,True
2025-05-29,French Open,Clay,2nd Round,Gauff C.,Valentova T.,1.05,13.61,0.685,1.4598540145985401,3.1746031746031744,Gauff C.,0.685,1.4598540145985401,1.05,-26.738095238095227,True,True
2025-05-29,French Open,Clay,2nd Round,Keys M.,Boulter K.,1.16,6.34,0.696,1.4367816091954024,3.2894736842105265,Keys M.,0.696,1.4367816091954024,1.16,-16.606896551724148,True,True
2025-05-29,French Open,Clay,2nd Round,Boisson L.,Kalinina A.,1.81,2.12,0.675,1.4814814814814814,3.0769230769230766,Boisson L.,0.675,1.4814814814814814,1.81,12.251381215469614,True,True
2025-05-29,French Open,Clay,2nd Round,Jacquemot E.,Parks A.,1.53,2.69,0.6459999999999999,1.5479876160990715,2.824858757062147,Jacquemot E.,0.6459999999999999,1.5479876160990715,1.53,-0.7594771241830167,True,True
2025-05-29,French Open,Clay,2nd Round,Kenin S.,Azarenka V.,1.5,2.81,0.39299999999999996,2.544529262086514,1.6474464579901154,Azarenka V.,0.607,1.6474464579901154,2.81,25.11281138790035,False,False
2025-05-29,French Open,Clay,2nd Round,Kasatkina D.,Jeanjean L.,1.26,4.3,0.5670000000000001,1.763668430335097,2.3094688221709005,Kasatkina D.,0.5670000000000001,1.763668430335097,1.26,-22.665079365079354,True,True
2025-05-30,French Open,Clay,3rd Round,Zheng Q.,Mboko V.,1.23,4.81,0.5870000000000001,1.7035775127768311,2.4213075060532687,Zheng Q.,0.5870000000000001,1.7035775127768311,1.23,-22.60081300813007,True,True
2025-05-30,French Open,Clay,3rd Round,Anisimova A.,Tauson C.,1.65,2.4,0.721,1.3869625520110958,3.584229390681004,Anisimova A.,0.721,1.3869625520110958,1.65,11.493939393939389,True,True
2025-05-30,French Open,Clay,3rd Round,Sabalenka A.,Danilovic O.,1.12,7.8,0.67,1.4925373134328357,3.0303030303030303,Sabalenka A.,0.67,1.4925373134328357,1.12,-22.285714285714274,True,True
2025-05-30,French Open,Clay,3rd Round,Samsonova L.,Yastremska D.,1.71,2.27,0.5760000000000001,1.736111111111111,2.358490566037736,Samsonova L.,0.5760000000000001,1.736111111111111,1.71,-0.8795321637426801,True,True
2025-05-30,French Open,Clay,3rd Round,Swiatek I.,Cristian J.,1.04,17.49,0.8009999999999999,1.2484394506866419,5.025125628140704,Swiatek I.,0.8009999999999999,1.2484394506866419,1.04,-16.053846153846152,True,True
2025-05-30,French Open,Clay,3rd Round,Rybakina E.,Ostapenko J.,1.52,2.73,0.705,1.4184397163120568,3.3898305084745766,Rybakina E.,0.705,1.4184397163120568,1.52,4.7105263157894655,True,True
2025-05-30,French Open,Clay,3rd Round,Paolini J.,Starodubtseva Y.,1.09,8.99,0.7809999999999999,1.2804097311139566,4.566210045662101,Paolini J.,0.7809999999999999,1.2804097311139566,1.09,-13.643119266055049,True,True
2025-05-30,French Open,Clay,3rd Round,Svitolina E.,Pera B.,1.13,6.72,0.8170000000000001,1.2239902080783354,5.46448087431694,Svitolina E.,0.8170000000000001,1.2239902080783354,1.13,-6.795575221238936,True,True
2025-05-31,French Open,Clay,3rd Round,Andreeva M.,Putintseva Y.,1.15,6.42,0.606,1.6501650165016502,2.5380710659898478,Andreeva M.,0.606,1.6501650165016502,1.15,-26.356521739130446,True,True
2025-05-31,French Open,Clay,3rd Round,Kasatkina D.,Badosa P.,2.69,1.53,0.615,1.6260162601626016,2.5974025974025974,Kasatkina D.,0.615,1.6260162601626016,2.69,24.325278810408918,True,True
2025-05-31,French Open,Clay,3rd Round,Pegula J.,Vondrousova M.,1.48,2.88,0.622,1.607717041800643,2.645502645502646,Pegula J.,0.622,1.607717041800643,1.48,-5.367567567567566,True,True
2025-05-31,French Open,Clay,3rd Round,Boisson L.,Jacquemot E.,1.54,2.66,0.6940000000000001,1.440922190201729,3.2679738562091503,Boisson L.,0.6940000000000001,1.440922190201729,1.54,4.464935064935071,True,True
2025-05-31,French Open,Clay,3rd Round,Alexandrova E.,Kudermetova V.,1.49,2.84,0.6809999999999999,1.4684287812041117,3.134796238244514,Alexandrova E.,0.6809999999999999,1.4684287812041117,1.49,0.9859060402684472,True,True
2025-05-31,French Open,Clay,3rd Round,Baptiste H.,Bouzas Maneiro J.,1.93,1.98,0.573,1.7452006980802794,2.34192037470726,Baptiste H.,0.573,1.7452006980802794,1.93,5.486528497409315,True,True
2025-05-31,French Open,Clay,3rd Round,Keys M.,Kenin S.,1.43,3.1,0.655,1.5267175572519083,2.8985507246376816,Keys M.,0.655,1.5267175572519083,1.43,-4.430069930069935,True,True
2025-05-31,French Open,Clay,3rd Round,Gauff C.,Bouzkova M.,1.12,7.9,0.73,1.36986301369863,3.7037037037037033,Gauff C.,0.73,1.36986301369863,1.12,-16.28571428571428,True,True
2025-06-01,French Open,Clay,4th Round,Svitolina E.,Paolini J.,2.2,1.76,0.498,2.0080321285140563,1.9920318725099602,Paolini J.,0.502,1.9920318725099602,1.76,-6.618181818181823,False,False
2025-06-01,French Open,Clay,4th Round,Zheng Q.,Samsonova L.,1.32,3.76,0.545,1.8348623853211008,2.1978021978021975,Zheng Q.,0.545,1.8348623853211008,1.32,-21.257575757575754,True,True
2025-06-01,French Open,Clay,4th Round,Swiatek I.,Rybakina E.,1.5,2.8,0.628,1.5923566878980893,2.6881720430107525,Swiatek I.,0.628,1.5923566878980893,1.5,-3.8666666666666627,True,True
2025-06-01,French Open,Clay,4th Round,Sabalenka A.,Anisimova A.,1.21,5.08,0.5660000000000001,1.7667844522968197,2.3041474654377883,Sabalenka A.,0.5660000000000001,1.7667844522968197,1.21,-26.04462809917355,True,True
2025-06-02,French Open,Clay,4th Round,Gauff C.,Alexandrova E.,1.32,3.75,0.45299999999999996,2.207505518763797,1.8281535648994514,Alexandrova E.,0.547,1.8281535648994514,3.75,28.03333333333334,False,False
2025-06-02,French Open,Clay,4th Round,Andreeva M.,Kasatkina D.,1.23,4.71,0.63,1.5873015873015872,2.7027027027027026,Andreeva M.,0.63,1.5873015873015872,1.23,-18.300813008130078,True,True
2025-06-02,French Open,Clay,4th Round,Boisson L.,Pegula J.,5.4,1.19,0.41100000000000003,2.4330900243309,1.697792869269949,Pegula J.,0.589,1.697792869269949,1.19,-25.133613445378156,False,False
2025-06-02,French Open,Clay,4th Round,Keys M.,Baptiste H.,1.24,4.86,0.6579999999999999,1.5197568389057752,2.923976608187134,Keys M.,0.6579999999999999,1.5197568389057752,1.24,-14.845161290322595,True,True
2025-06-03,French Open,Clay,Quarterfinals,Sabalenka A.,Zheng Q.,1.39,3.27,0.7190000000000001,1.3908205841446453,3.558718861209964,Sabalenka A.,0.7190000000000001,1.3908205841446453,1.39,-0.042446043165467184,True,True
2025-06-03,French Open,Clay,Quarterfinals,Swiatek I.,Svitolina E.,1.3,3.94,0.684,1.461988304093567,3.1645569620253164,Swiatek I.,0.684,1.461988304093567,1.3,-8.52307692307691,True,True
2025-06-04,French Open,Clay,Quarterfinals,Gauff C.,Keys M.,1.42,3.11,0.602,1.6611295681063123,2.512562814070352,Gauff C.,0.602,1.6611295681063123,1.42,-10.222535211267614,True,True
2025-06-04,French Open,Clay,Quarterfinals,Boisson L.,Andreeva M.,7.41,1.13,0.43700000000000006,2.2883295194508007,1.7761989342806397,Andreeva M.,0.563,1.7761989342806397,1.13,-32.19557522123895,False,False
2025-06-05,French Open,Clay,Semifinals,Sabalenka A.,Swiatek I.,1.8,2.13,0.44,2.272727272727273,1.7857142857142856,Swiatek I.,0.56,1.7857142857142856,2.13,9.051643192488267,False,False
2025-06-05,French Open,Clay,Semifinals,Gauff C.,Boisson L.,1.19,5.49,0.6829999999999999,1.4641288433382138,3.1545741324921135,Gauff C.,0.6829999999999999,1.4641288433382138,1.19,-15.733613445378158,True,True
2025-06-07,French Open,Clay,The Final,Gauff C.,Sabalenka A.,1.42,3.14,0.473,2.1141649048625792,1.8975332068311195,Sabalenka A.,0.527,1.8975332068311195,3.14,20.85286624203822,False,False
