winner,loser,surface,actual_total,model_total,model_std,model_prob,error,abs_error
Pegula J.,Raducanu E.,Hard,28,24.2,5.8,0.652,-3.8000000000000007,3.8000000000000007
Potapova A.,Sonmez Z.,Hard,21,23.8,5.6,0.598,2.8000000000000007,2.8000000000000007
Gauff C.,Bencic B.,Hard,31,24.0,5.7,0.48200000000000004,-7.0,7.0
Lys E.,Kessler M.,Hard,25,24.3,5.7,0.486,-0.6999999999999993,0.6999999999999993
Anisimova A.,Muchova K.,Hard,25,24.1,5.7,0.5379999999999999,-0.8999999999999986,0.8999999999999986
Paolini J.,Bouzkova M.,Hard,20,24.1,5.8,0.603,4.100000000000001,4.100000000000001
Noskova L.,Potapova A.,Hard,18,24.1,5.6,0.5379999999999999,6.100000000000001,6.100000000000001
Kartal S.,Andreeva M.,Hard,32,24.6,5.6,0.40399999999999997,-7.399999999999999,7.399999999999999
Navarro E.,Swiatek I.,Hard,26,24.2,5.9,0.35700000000000004,-1.8000000000000007,1.8000000000000007
Pegula J.,Kostyuk M.,Hard,29,23.8,5.7,0.665,-5.199999999999999,5.199999999999999
Gauff C.,Lys E.,Hard,19,24.0,5.5,0.619,5.0,5.0
Anisimova A.,Paolini J.,Hard,32,24.7,5.9,0.563,-7.300000000000001,7.300000000000001
Noskova L.,Kartal S.,Hard,19,23.8,5.7,0.43200000000000005,4.800000000000001,4.800000000000001
Pegula J.,Navarro E.,Hard,28,24.2,5.6,0.648,-3.8000000000000007,3.8000000000000007
Anisimova A.,Gauff C.,Hard,15,24.1,5.7,0.588,9.100000000000001,9.100000000000001
Noskova L.,Pegula J.,Hard,29,24.0,6.1,0.304,-5.0,5.0
Anisimova A.,Noskova L.,Hard,22,24.1,6.0,0.638,2.1000000000000014,2.1000000000000014
Baptiste H.,Krueger A.,Hard,26,23.8,5.8,0.606,-2.1999999999999993,2.1999999999999993
Mertens E.,Kudermetova P.,Hard,22,24.1,5.6,0.685,2.1000000000000014,2.1000000000000014
Siniakova K.,Shnaider D.,Hard,20,24.0,5.7,0.48200000000000004,4.0,4.0
Joint M.,Zhu L.,Hard,25,23.6,5.5,0.479,-1.3999999999999986,1.3999999999999986
Bouzas Maneiro J.,Gracheva V.,Hard,21,24.3,5.7,0.491,3.3000000000000007,3.3000000000000007
Tauson C.,Danilovic O.,Hard,21,24.5,5.7,0.602,3.5,3.5
Ruzic A.,Linette M.,Hard,17,24.2,5.6,0.48700000000000004,7.199999999999999,7.199999999999999
Yuan Y.,Bronzetti L.,Hard,26,24.3,5.9,0.601,-1.6999999999999993,1.6999999999999993
Alexandrova E.,Mboko V.,Hard,17,24.3,5.6,0.499,7.300000000000001,7.300000000000001
Kenin S.,Zakharova A.,Hard,31,24.8,5.7,0.574,-6.199999999999999,6.199999999999999
Samsonova L.,Arango E.,Hard,19,24.1,5.8,0.642,5.100000000000001,5.100000000000001
Cristian J.,Kessler M.,Hard,28,24.2,5.6,0.41200000000000003,-3.8000000000000007,3.8000000000000007
Muchova K.,Kostyuk M.,Hard,26,24.6,5.8,0.551,-1.3999999999999986,1.3999999999999986
Frech M.,Kudermetova V.,Hard,26,24.4,5.7,0.435,-1.6000000000000014,1.6000000000000014
Sramkova R.,Kalinskaya A.,Hard,26,24.5,5.8,0.4,-1.5,1.5
Zhang S.,Navarro E.,Hard,25,24.2,5.8,0.486,-0.8000000000000007,0.8000000000000007
Bencic B.,Vekic D.,Hard,16,24.4,5.6,0.664,8.399999999999999,8.399999999999999
Noskova L.,Putintseva Y.,Hard,33,23.9,5.8,0.564,-9.100000000000001,9.100000000000001
Swiatek I.,Bouzkova M.,Hard,14,24.1,6.1,0.7170000000000001,10.100000000000001,10.100000000000001
Siegemund L.,Andreeva M.,Hard,31,22.9,5.8,0.19399999999999998,-8.100000000000001,8.100000000000001
Siniakova K.,Joint M.,Hard,16,23.9,6.1,0.621,7.899999999999999,7.899999999999999
Pegula J.,Baptiste H.,Hard,33,23.3,5.9,0.795,-9.7,9.7
Jovic I.,Bouzas Maneiro J.,Hard,20,23.5,5.8,0.698,3.5,3.5
Alexandrova E.,Li A.,Hard,21,24.5,6.0,0.561,3.5,3.5
Samsonova L.,Kenin S.,Hard,25,24.1,6.0,0.584,-0.8999999999999986,0.8999999999999986
Gauff C.,Uchijima M.,Hard,13,24.2,5.8,0.71,11.2,11.2
Zhang S.,Cirstea S.,Hard,29,24.1,5.7,0.434,-4.899999999999999,4.899999999999999
Tauson C.,Ruzic A.,Hard,16,24.6,5.8,0.6,8.600000000000001,8.600000000000001
Sabalenka A.,Sramkova R.,Hard,26,23.4,5.8,0.795,-2.6000000000000014,2.6000000000000014
Noskova L.,Osaka N.,Hard,22,24.4,5.8,0.401,2.3999999999999986,2.3999999999999986
Paolini J.,Yuan Y.,Hard,28,24.4,6.0,0.6759999999999999,-3.6000000000000014,3.6000000000000014
Rybakina E.,Cristian J.,Hard,19,23.1,5.9,0.8290000000000001,4.100000000000001,4.100000000000001
Pegula J.,Alexandrova E.,Hard,30,23.8,5.8,0.6709999999999999,-6.199999999999999,6.199999999999999
Sabalenka A.,Samsonova L.,Hard,17,24.1,5.9,0.752,7.100000000000001,7.100000000000001
Siniakova K.,Jovic I.,Hard,21,24.5,5.8,0.473,3.5,3.5
Siegemund L.,Frech M.,Hard,23,24.3,5.6,0.457,1.3000000000000007,1.3000000000000007
Rybakina E.,Noskova L.,Hard,19,23.7,5.9,0.7559999999999999,4.699999999999999,4.699999999999999
Swiatek I.,Bencic B.,Hard,23,24.6,5.9,0.638,1.6000000000000014,1.6000000000000014
Gauff C.,Zhang S.,Hard,17,22.6,5.8,0.511,5.600000000000001,5.600000000000001
Pegula J.,Siniakova K.,Hard,23,24.1,5.7,0.713,1.1000000000000014,1.1000000000000014
Sabalenka A.,Rybakina E.,Hard,18,24.2,5.6,0.49700000000000005,6.199999999999999,6.199999999999999
Gauff C.,Siegemund L.,Hard,15,23.5,5.5,0.672,8.5,8.5
Paolini J.,Swiatek I.,Hard,15,24.5,5.7,0.36200000000000004,9.5,9.5
Gauff C.,Paolini J.,Hard,19,24.4,5.7,0.493,5.399999999999999,5.399999999999999
Pegula J.,Sabalenka A.,Hard,31,24.3,5.7,0.426,-6.699999999999999,6.699999999999999
Gauff C.,Pegula J.,Hard,22,23.2,5.5,0.37,1.1999999999999993,1.1999999999999993
Kessler M.,Kenin S.,Hard,13,24.6,5.7,0.627,11.600000000000001,11.600000000000001
Bencic B.,Linette M.,Hard,17,24.5,5.6,0.635,7.5,7.5
Starodubtseva Y.,Putintseva Y.,Hard,18,23.8,5.9,0.37799999999999995,5.800000000000001,5.800000000000001
Sonmez Z.,Sasnovich A.,Hard,29,24.1,5.8,0.489,-4.899999999999999,4.899999999999999
Tomljanovic A.,Tauson C.,Hard,29,23.8,5.8,0.354,-5.199999999999999,5.199999999999999
Samsonova L.,Guo H.,Hard,18,24.1,5.9,0.5770000000000001,6.100000000000001,6.100000000000001
Muchova K.,Vondrousova M.,Hard,19,24.4,5.7,0.534,5.399999999999999,5.399999999999999
Yastremska D.,Mboko V.,Hard,22,23.8,5.4,0.373,1.8000000000000007,1.8000000000000007
Zhu L.,Raducanu E.,Hard,26,24.1,5.6,0.37200000000000005,-1.8999999999999986,1.8999999999999986
Bencic B.,Starodubtseva Y.,Hard,34,24.0,5.8,0.7070000000000001,-10.0,10.0
Tomljanovic A.,Sonmez Z.,Hard,22,24.2,5.5,0.444,2.1999999999999993,2.1999999999999993
Shnaider D.,Muchova K.,Hard,23,24.2,5.7,0.392,1.1999999999999993,1.1999999999999993
Zhu L.,Andreeva M.,Hard,27,24.0,5.8,0.244,-3.0,3.0
Kessler M.,Samsonova L.,Hard,20,24.6,5.9,0.544,4.600000000000001,4.600000000000001
Paolini J.,Kudermetova V.,Hard,20,24.9,5.6,0.597,4.899999999999999,4.899999999999999
Alexandrova E.,Yuan Y.,Hard,18,24.6,5.9,0.611,6.600000000000001,6.600000000000001
Rybakina E.,Yastremska D.,Hard,32,23.5,5.8,0.8079999999999999,-8.5,8.5
Paolini J.,Bencic B.,Hard,33,24.5,5.8,0.494,-8.5,8.5
Alexandrova E.,Kessler M.,Hard,18,24.3,5.4,0.57,6.300000000000001,6.300000000000001
Rybakina E.,Tomljanovic A.,Hard,14,22.8,6.0,0.85,8.8,8.8
Shnaider D.,Zhu L.,Hard,24,24.1,5.8,0.575,0.10000000000000142,0.10000000000000142
Rybakina E.,Paolini J.,Hard,17,24.4,5.6,0.674,7.399999999999999,7.399999999999999
Alexandrova E.,Shnaider D.,Hard,19,24.2,5.6,0.542,5.199999999999999,5.199999999999999
Rybakina E.,Alexandrova E.,Hard,23,24.4,5.9,0.7070000000000001,1.3999999999999986,1.3999999999999986
Danilovic O.,Hibino N.,Hard,25,24.1,6.0,0.588,-0.8999999999999986,0.8999999999999986
Cirstea S.,Uchijima M.,Hard,26,23.2,5.5,0.773,-2.8000000000000007,2.8000000000000007
Lamens S.,Arango E.,Hard,15,24.4,5.7,0.439,9.399999999999999,9.399999999999999
Krueger A.,Sakkari M.,Hard,27,23.8,5.9,0.353,-3.1999999999999993,3.1999999999999993
Boulter K.,Noskova L.,Hard,22,24.4,5.8,0.433,2.3999999999999986,2.3999999999999986
Li A.,Gracheva V.,Hard,16,24.0,5.7,0.621,8.0,8.0
Cristian J.,Cocciaretto E.,Hard,21,24.3,5.7,0.48700000000000004,3.3000000000000007,3.3000000000000007
Sramkova R.,Garland J.,Hard,16,24.3,6.0,0.521,8.3,8.3
Golubic V.,Andreescu B.,Hard,29,24.2,5.5,0.446,-4.800000000000001,4.800000000000001
Galfi D.,Parks A.,Hard,20,23.8,5.8,0.596,3.8000000000000007,3.8000000000000007
Bouzas Maneiro J.,Volynets K.,Hard,18,23.8,5.9,0.42100000000000004,5.800000000000001,5.800000000000001
Valentova T.,Eala A.,Hard,15,23.5,5.8,0.659,8.5,8.5
Mertens E.,Bucsa C.,Hard,22,24.3,5.7,0.57,2.3000000000000007,2.3000000000000007
Cristian J.,Bouzas Maneiro J.,Hard,24,24.4,5.8,0.5579999999999999,0.3999999999999986,0.3999999999999986
Danilovic O.,Krueger A.,Hard,20,24.1,5.7,0.584,4.100000000000001,4.100000000000001
Osaka N.,Lamens S.,Hard,30,23.2,5.8,0.7979999999999999,-6.800000000000001,6.800000000000001
Cirstea S.,Boulter K.,Hard,16,23.5,5.8,0.644,7.5,7.5
Sramkova R.,Li A.,Hard,26,24.8,5.6,0.38799999999999996,-1.1999999999999993,1.1999999999999993
Valentova T.,Mertens E.,Hard,17,23.9,5.9,0.5589999999999999,6.899999999999999,6.899999999999999
Golubic V.,Bouzkova M.,Hard,28,24.3,5.7,0.44799999999999995,-3.6999999999999993,3.6999999999999993
Cirstea S.,Golubic V.,Hard,24,24.1,5.6,0.648,0.10000000000000142,0.10000000000000142
Valentova T.,Danilovic O.,Hard,27,24.0,5.9,0.7170000000000001,-3.0,3.0
Valentova T.,Cristian J.,Hard,32,23.2,5.6,0.708,-8.8,8.8
Erjavec V.,Maria T.,Hard,31,23.9,6.0,0.496,-7.100000000000001,7.100000000000001
Cocciaretto E.,Parry D.,Hard,31,24.3,5.7,0.565,-6.699999999999999,6.699999999999999
Wang Y.,Rakhimova K.,Hard,18,23.8,5.7,0.515,5.800000000000001,5.800000000000001
Seidel E.,Jeanjean L.,Hard,16,24.5,5.6,0.499,8.5,8.5
Bondar A.,Guo H.,Hard,31,24.1,5.8,0.505,-6.899999999999999,6.899999999999999
McNally C.,Juvan K.,Hard,25,24.1,5.5,0.489,-0.8999999999999986,0.8999999999999986
Zhang S.,Zakharova A.,Hard,17,23.0,6.0,0.688,6.0,6.0
Liu C.,Eala A.,Hard,28,24.2,5.8,0.435,-3.8000000000000007,3.8000000000000007
Tomljanovic A.,Parks A.,Hard,24,23.9,5.8,0.53,-0.10000000000000142,0.10000000000000142
Lys E.,Boulter K.,Hard,15,24.2,5.7,0.57,9.2,9.2
Kessler M.,Bucsa C.,Hard,30,24.1,5.7,0.542,-5.899999999999999,5.899999999999999
Joint M.,Golubic V.,Hard,28,24.4,6.0,0.47200000000000003,-3.6000000000000014,3.6000000000000014
Kalinskaya A.,Lamens S.,Hard,16,23.8,5.6,0.6990000000000001,7.800000000000001,7.800000000000001
Shnaider D.,Yastremska D.,Hard,16,24.4,5.9,0.593,8.399999999999999,8.399999999999999
Mboko V.,Andreescu B.,Hard,18,24.9,5.9,0.561,6.899999999999999,6.899999999999999
Kenin S.,Uchijima M.,Hard,16,25.1,5.8,0.585,9.100000000000001,9.100000000000001
Noskova L.,Kessler M.,Hard,31,24.6,5.8,0.512,-6.399999999999999,6.399999999999999
Mboko V.,Lys E.,Hard,14,24.4,5.8,0.5489999999999999,10.399999999999999,10.399999999999999
Kalinskaya A.,Shnaider D.,Hard,34,24.5,5.8,0.47100000000000003,-9.5,9.5
Muchova K.,Joint M.,Hard,21,23.8,5.9,0.6990000000000001,2.8000000000000007,2.8000000000000007
Pohankova M.,Hibino N.,Hard,19,24.4,5.6,0.624,5.399999999999999,5.399999999999999
Sonmez Z.,Prozorova T.,Hard,22,24.0,5.8,0.54,2.0,2.0
Tjen J.,Fruhvirtova L.,Hard,25,23.2,5.7,0.685,-1.8000000000000007,1.8000000000000007
Tararudee L.,Sonmez Z.,Hard,26,24.3,5.8,0.545,-1.6999999999999993,1.6999999999999993
Pohankova M.,Parry D.,Hard,19,24.4,6.1,0.591,5.399999999999999,5.399999999999999
Tjen J.,Pohankova M.,Hard,16,24.5,5.8,0.655,8.5,8.5
Birrell K.,Vekic D.,Hard,16,24.1,5.8,0.40299999999999997,8.100000000000001,8.100000000000001
Tararudee L.,Iatcenko P.,Hard,14,24.8,5.6,0.564,10.8,10.8
Tjen J.,Tararudee L.,Hard,26,24.2,5.9,0.618,-1.8000000000000007,1.8000000000000007
Birrell K.,Garland J.,Hard,34,23.7,6.0,0.462,-10.3,10.3
Kalinskaya A.,Zhang S.,Hard,14,22.9,5.8,0.45,8.899999999999999,8.899999999999999
Bencic B.,Wang Y.,Hard,16,23.8,5.9,0.691,7.800000000000001,7.800000000000001
Mboko V.,Eala A.,Hard,28,24.2,5.6,0.57,-3.8000000000000007,3.8000000000000007
Bucsa C.,Joint M.,Hard,16,24.3,5.8,0.58,8.3,8.3
Mboko V.,Bucsa C.,Hard,33,24.1,5.6,0.55,-8.899999999999999,8.899999999999999
Parks A.,Juvan K.,Hard,21,23.7,5.8,0.375,2.6999999999999993,2.6999999999999993
Salkova D.,Zakharova A.,Hard,29,24.4,5.7,0.445,-4.600000000000001,4.600000000000001
Blinkova A.,Bondar A.,Hard,25,24.1,6.0,0.439,-0.8999999999999986,0.8999999999999986
Tagger L.,Korpatsch T.,Hard,19,24.4,5.7,0.563,5.399999999999999,5.399999999999999
Golubic V.,Putintseva Y.,Hard,20,24.5,5.7,0.45799999999999996,4.5,4.5
Blinkova A.,Parks A.,Hard,24,24.3,5.6,0.523,0.3000000000000007,0.3000000000000007
Blinkova A.,Salkova D.,Hard,20,24.5,5.7,0.5489999999999999,4.5,4.5
Tagger L.,Golubic V.,Hard,29,23.9,5.7,0.503,-5.100000000000001,5.100000000000001
Blinkova A.,Tagger L.,Hard,18,23.9,5.6,0.395,5.899999999999999,5.899999999999999
Swiatek I.,Keys M.,Hard,15,23.7,5.8,0.6859999999999999,8.7,8.7
Rybakina E.,Anisimova A.,Hard,16,24.6,5.6,0.6509999999999999,8.600000000000001,8.600000000000001
Sabalenka A.,Paolini J.,Hard,16,24.2,5.9,0.655,8.2,8.2
Pegula J.,Gauff C.,Hard,30,23.6,5.8,0.638,-6.399999999999999,6.399999999999999
Rybakina E.,Swiatek I.,Hard,22,24.4,5.6,0.55,2.3999999999999986,2.3999999999999986
Anisimova A.,Keys M.,Hard,27,24.4,5.9,0.628,-2.6000000000000014,2.6000000000000014
Gauff C.,Paolini J.,Hard,17,24.2,5.8,0.49,7.199999999999999,7.199999999999999
Sabalenka A.,Pegula J.,Hard,27,24.8,5.9,0.562,-2.1999999999999993,2.1999999999999993
Anisimova A.,Swiatek I.,Hard,31,25.0,5.8,0.447,-6.0,6.0
Pegula J.,Paolini J.,Hard,17,24.0,5.8,0.611,7.0,7.0
Sabalenka A.,Gauff C.,Hard,21,23.3,5.8,0.7120000000000001,2.3000000000000007,2.3000000000000007
Sabalenka A.,Anisimova A.,Hard,27,24.8,5.6,0.642,-2.1999999999999993,2.1999999999999993
Rybakina E.,Sabalenka A.,Hard,22,24.8,5.8,0.486,2.8000000000000007,2.8000000000000007
