winner,loser,surface,actual_total,model_total,model_std,model_prob,error,abs_error
Tauson C.,Grabher J.,Hard,22,22.8,5.8,0.847,0.8000000000000007,0.8000000000000007
Kessler M.,Noskova L.,Hard,33,24.6,5.8,0.45899999999999996,-8.399999999999999,8.399999999999999
Kostyuk M.,Birrell K.,Hard,31,24.6,5.9,0.6920000000000001,-6.399999999999999,6.399999999999999
Pegula J.,Pera B.,Hard,20,23.7,5.7,0.7959999999999999,3.6999999999999993,3.6999999999999993
Svitolina E.,Bencic B.,Hard,15,24.6,5.9,0.511,9.600000000000001,9.600000000000001
Anisimova A.,Sherif M.,Hard,16,23.2,6.0,0.857,7.199999999999999,7.199999999999999
Andreeva M.,Kudermetova V.,Hard,14,24.2,5.8,0.687,10.2,10.2
Keys M.,Avanesyan E.,Hard,18,23.9,5.7,0.66,5.899999999999999,5.899999999999999
Osaka N.,Baptiste H.,Hard,32,23.9,5.8,0.732,-8.100000000000001,8.100000000000001
Gauff C.,Sakkari M.,Hard,18,24.2,5.7,0.621,6.199999999999999,6.199999999999999
Linette M.,Fruhvirtova L.,Hard,22,24.6,5.9,0.539,2.6000000000000014,2.6000000000000014
Collins D.,Masarova R.,Hard,28,24.0,5.9,0.491,-4.0,4.0
Zheng Q.,Townsend T.,Hard,20,24.2,5.9,0.588,4.199999999999999,4.199999999999999
Badosa P.,Tauson C.,Hard,22,24.4,5.8,0.436,2.3999999999999986,2.3999999999999986
Svitolina E.,Muchova K.,Hard,25,24.5,5.7,0.524,-0.5,0.5
Swiatek I.,Mertens E.,Hard,20,23.7,5.7,0.693,3.6999999999999993,3.6999999999999993
Kostyuk M.,Blinkova A.,Hard,15,24.0,5.8,0.726,9.0,9.0
Eala A.,Keys M.,Hard,18,24.4,5.8,0.402,6.399999999999999,6.399999999999999
Pegula J.,Kalinskaya A.,Hard,34,23.0,5.6,0.7509999999999999,-11.0,11.0
Anisimova A.,Andreeva M.,Hard,30,23.9,5.8,0.46299999999999997,-6.100000000000001,6.100000000000001
Paolini J.,Osaka N.,Hard,29,24.7,5.6,0.491,-4.300000000000001,4.300000000000001
Zheng Q.,Krueger A.,Hard,21,23.0,5.8,0.7440000000000001,2.0,2.0
Sabalenka A.,Collins D.,Hard,20,22.2,5.8,0.852,2.1999999999999993,2.1999999999999993
Raducanu E.,Anisimova A.,Hard,16,24.8,5.7,0.396,8.8,8.8
Linette M.,Gauff C.,Hard,20,24.2,5.5,0.371,4.199999999999999,4.199999999999999
Pegula J.,Kostyuk M.,Hard,17,24.1,5.9,0.6609999999999999,7.100000000000001,7.100000000000001
Swiatek I.,Svitolina E.,Hard,22,24.1,5.6,0.604,2.1000000000000014,2.1000000000000014
Paolini J.,Linette M.,Hard,17,24.3,6.0,0.6659999999999999,7.300000000000001,7.300000000000001
Sabalenka A.,Zheng Q.,Hard,20,24.5,5.7,0.695,4.5,4.5
Eala A.,Swiatek I.,Hard,20,23.7,5.7,0.237,3.6999999999999993,3.6999999999999993
Pegula J.,Raducanu E.,Hard,31,24.3,5.8,0.664,-6.699999999999999,6.699999999999999
Sabalenka A.,Paolini J.,Hard,16,24.4,6.0,0.68,8.399999999999999,8.399999999999999
Pegula J.,Eala A.,Hard,34,23.6,5.8,0.748,-10.399999999999999,10.399999999999999
Sabalenka A.,Pegula J.,Hard,20,24.7,5.7,0.555,4.699999999999999,4.699999999999999
Jovic I.,Parks A.,Clay,17,23.6,5.9,0.7040000000000001,6.600000000000001,6.600000000000001
Montgomery R.,Tomova V.,Clay,16,24.0,5.7,0.45899999999999996,8.0,8.0
Gracheva V.,Dart H.,Clay,23,21.0,5.4,0.846,-2.0,2.0
Dolehide C.,Cocciaretto E.,Clay,17,24.7,5.7,0.42100000000000004,7.699999999999999,7.699999999999999
McNally C.,Kalinina A.,Clay,27,23.7,6.0,0.607,-3.3000000000000007,3.3000000000000007
Sakkari M.,Stakusic M.,Clay,17,24.0,5.9,0.705,7.0,7.0
Kenin S.,Pera B.,Clay,19,22.6,5.6,0.72,3.6000000000000014,3.6000000000000014
Li A.,Blinkova A.,Clay,19,24.5,5.8,0.619,5.5,5.5
Baptiste H.,Gadecki O.,Clay,18,22.4,5.7,0.7829999999999999,4.399999999999999,4.399999999999999
Zhang S.,Bronzetti L.,Clay,34,24.4,5.9,0.48700000000000004,-9.600000000000001,9.600000000000001
Keys M.,Dolehide C.,Clay,22,24.2,6.0,0.693,2.1999999999999993,2.1999999999999993
Collins D.,Montgomery R.,Clay,16,24.0,5.9,0.7090000000000001,8.0,8.0
Anisimova A.,Kudermetova V.,Clay,16,23.4,5.5,0.631,7.399999999999999,7.399999999999999
Shnaider D.,Kudermetova P.,Clay,17,21.7,5.9,0.8340000000000001,4.699999999999999,4.699999999999999
Kalinskaya A.,McNally C.,Clay,17,23.3,5.6,0.434,6.300000000000001,6.300000000000001
Navarro E.,Baptiste H.,Clay,19,23.5,5.7,0.44799999999999995,4.5,4.5
Alexandrova E.,Li A.,Clay,15,20.6,5.7,0.785,5.600000000000001,5.600000000000001
Putintseva Y.,Zhang S.,Clay,20,24.3,5.8,0.624,4.300000000000001,4.300000000000001
Kenin S.,Bencic B.,Clay,15,21.6,5.7,0.6779999999999999,6.600000000000001,6.600000000000001
Tomljanovic A.,Stearns P.,Clay,17,24.0,5.9,0.547,7.0,7.0
Krueger A.,Volynets K.,Clay,22,23.7,5.8,0.38799999999999996,1.6999999999999993,1.6999999999999993
Zheng Q.,Sakkari M.,Clay,17,24.0,5.8,0.62,7.0,7.0
Mertens E.,Gracheva V.,Clay,21,23.9,5.8,0.522,2.8999999999999986,2.8999999999999986
Anisimova A.,Putintseva Y.,Clay,20,22.9,5.9,0.7090000000000001,2.8999999999999986,2.8999999999999986
Alexandrova E.,Shnaider D.,Clay,15,22.5,6.1,0.6809999999999999,7.5,7.5
Navarro E.,Krueger A.,Clay,28,24.2,5.7,0.557,-3.8000000000000007,3.8000000000000007
Collins D.,Ostapenko J.,Clay,21,23.9,5.7,0.5720000000000001,2.8999999999999986,2.8999999999999986
Pegula J.,Tomljanovic A.,Clay,17,24.2,5.8,0.698,7.199999999999999,7.199999999999999
Zheng Q.,Mertens E.,Clay,27,23.9,6.0,0.585,-3.1000000000000014,3.1000000000000014
Kalinskaya A.,Keys M.,Clay,18,23.3,5.7,0.273,5.300000000000001,5.300000000000001
Kenin S.,Kasatkina D.,Clay,22,24.0,5.7,0.522,2.0,2.0
Pegula J.,Collins D.,Clay,22,24.2,5.8,0.6,2.1999999999999993,2.1999999999999993
Alexandrova E.,Zheng Q.,Clay,17,21.8,5.9,0.696,4.800000000000001,4.800000000000001
Kenin S.,Kalinskaya A.,Clay,19,24.1,6.0,0.5720000000000001,5.100000000000001,5.100000000000001
Anisimova A.,Navarro E.,Clay,25,21.2,5.7,0.738,-3.8000000000000007,3.8000000000000007
Pegula J.,Alexandrova E.,Clay,28,22.9,5.7,0.36700000000000005,-5.100000000000001,5.100000000000001
Pegula J.,Kenin S.,Clay,21,24.6,5.8,0.63,3.6000000000000014,3.6000000000000014
Kalinina A.,Hibino N.,Clay,16,24.3,5.6,0.657,8.3,8.3
Ferro F.,Kessler M.,Clay,33,24.1,5.8,0.546,-8.899999999999999,8.899999999999999
Boisson L.,Dart H.,Clay,15,21.2,5.7,0.909,6.199999999999999,6.199999999999999
Fruhvirtova L.,Blinkova A.,Clay,35,24.2,5.6,0.355,-10.8,10.8
Cristian J.,Parry D.,Clay,19,24.7,5.7,0.6459999999999999,5.699999999999999,5.699999999999999
Bouzas Maneiro J.,Sakkari M.,Clay,24,24.0,5.6,0.48100000000000004,0.0,0.0
Gracheva V.,Kartal S.,Clay,17,24.4,5.8,0.506,7.399999999999999,7.399999999999999
Noskova L.,Pera B.,Clay,33,24.2,5.8,0.599,-8.8,8.8
Lamens S.,Andreescu B.,Clay,30,23.5,5.7,0.313,-6.5,6.5
Svitolina E.,Teichmann J.,Clay,18,23.4,5.6,0.79,5.399999999999999,5.399999999999999
Lamens S.,Noskova L.,Clay,17,24.1,5.8,0.39,7.100000000000001,7.100000000000001
Uchijima M.,Boisson L.,Clay,30,22.8,5.7,0.213,-7.199999999999999,7.199999999999999
Danilovic O.,Fruhvirtova L.,Clay,27,22.8,6.0,0.816,-4.199999999999999,4.199999999999999
Svitolina E.,Kalinina A.,Clay,16,23.1,5.8,0.7809999999999999,7.100000000000001,7.100000000000001
Bouzas Maneiro J.,Gracheva V.,Clay,18,24.3,5.6,0.48100000000000004,6.300000000000001,6.300000000000001
Danilovic O.,Uchijima M.,Clay,30,22.4,5.7,0.779,-7.600000000000001,7.600000000000001
Svitolina E.,Bouzas Maneiro J.,Clay,17,23.3,5.7,0.745,6.300000000000001,6.300000000000001
Danilovic O.,Lamens S.,Clay,20,22.6,5.8,0.8009999999999999,2.6000000000000014,2.6000000000000014
Svitolina E.,Danilovic O.,Clay,23,24.6,5.7,0.625,1.6000000000000014,1.6000000000000014
Mertens E.,Sasnovich A.,Clay,21,24.0,5.8,0.5329999999999999,3.0,3.0
Potapova A.,Tauson C.,Clay,30,24.9,5.9,0.506,-5.100000000000001,5.100000000000001
Shnaider D.,Kudermetova V.,Clay,29,24.1,5.8,0.515,-4.899999999999999,4.899999999999999
Fett J.,Vekic D.,Clay,23,23.4,5.6,0.29100000000000004,0.3999999999999986,0.3999999999999986
Alexandrova E.,Samsonova L.,Clay,18,22.0,5.9,0.7240000000000001,4.0,4.0
Paolini J.,Lys E.,Clay,15,24.6,5.8,0.647,9.600000000000001,9.600000000000001
Navarro E.,Haddad Maia B.,Clay,15,24.0,5.8,0.546,9.0,9.0
Frech M.,Errani S.,Clay,35,24.2,5.8,0.665,-10.8,10.8
Seidel E.,Maria T.,Clay,32,24.3,5.8,0.465,-7.699999999999999,7.699999999999999
Swiatek I.,Fett J.,Clay,16,21.1,5.4,0.91,5.100000000000001,5.100000000000001
Mertens E.,Shnaider D.,Clay,21,24.2,5.7,0.41200000000000003,3.1999999999999993,3.1999999999999993
Alexandrova E.,Andreeva M.,Clay,17,21.3,5.6,0.6459999999999999,4.300000000000001,4.300000000000001
Pegula J.,Frech M.,Clay,14,24.5,5.7,0.662,10.5,10.5
Gauff C.,Seidel E.,Clay,14,22.2,5.6,0.882,8.2,8.2
Ostapenko J.,Navarro E.,Clay,29,24.2,5.8,0.561,-4.800000000000001,4.800000000000001
Alexandrova E.,Pegula J.,Clay,16,22.7,5.9,0.636,6.699999999999999,6.699999999999999
Ostapenko J.,Swiatek I.,Clay,26,22.1,5.7,0.179,-3.8999999999999986,3.8999999999999986
Sabalenka A.,Mertens E.,Clay,17,23.1,6.2,0.7829999999999999,6.100000000000001,6.100000000000001
Paolini J.,Gauff C.,Clay,19,24.7,5.6,0.41700000000000004,5.699999999999999,5.699999999999999
Ostapenko J.,Alexandrova E.,Clay,20,20.7,5.4,0.25,0.6999999999999993,0.6999999999999993
Sabalenka A.,Paolini J.,Clay,22,24.5,5.8,0.586,2.5,2.5
Ostapenko J.,Sabalenka A.,Clay,17,23.4,5.8,0.23,6.399999999999999,6.399999999999999
Eala A.,Tomova V.,Clay,17,23.0,5.7,0.281,6.0,6.0
Dolehide C.,Avanesyan E.,Clay,20,24.1,5.8,0.575,4.100000000000001,4.100000000000001
Bronzetti L.,Osaka N.,Clay,28,24.5,5.9,0.38799999999999996,-3.5,3.5
Bouzkova M.,Zarazua R.,Clay,25,24.5,5.6,0.618,-0.5,0.5
Bouzas Maneiro J.,Sherif M.,Clay,16,24.1,5.7,0.502,8.100000000000001,8.100000000000001
Baptiste H.,Cirstea S.,Clay,33,22.4,5.7,0.287,-10.600000000000001,10.600000000000001
Boulter K.,Siniakova K.,Clay,25,23.7,5.7,0.588,-1.3000000000000007,1.3000000000000007
Sun L.,Gracheva V.,Clay,26,24.1,5.8,0.365,-1.8999999999999986,1.8999999999999986
Stearns P.,Birrell K.,Clay,31,23.4,5.6,0.741,-7.600000000000001,7.600000000000001
Li A.,Sasnovich A.,Clay,17,24.0,5.8,0.46,7.0,7.0
Sevastova A.,Pavlyuchenkova A.,Clay,22,24.1,5.6,0.513,2.1000000000000014,2.1000000000000014
Pera B.,Fett J.,Clay,19,24.4,5.9,0.52,5.399999999999999,5.399999999999999
Parks A.,Jimenez Kasintseva V.,Clay,18,24.3,5.8,0.442,6.300000000000001,6.300000000000001
Bencic B.,Sonmez Z.,Clay,14,23.4,5.8,0.46299999999999997,9.399999999999999,9.399999999999999
Raducanu E.,Lamens S.,Clay,23,23.8,5.9,0.733,0.8000000000000007,0.8000000000000007
Masarova R.,Tomljanovic A.,Clay,28,24.3,5.8,0.546,-3.6999999999999993,3.6999999999999993
Blinkova A.,Udvardy P.,Clay,18,24.0,5.5,0.473,6.0,6.0
Starodubtseva Y.,Fruhvirtova L.,Clay,16,24.2,5.7,0.623,8.2,8.2
Potapova A.,Krueger A.,Clay,31,24.2,5.7,0.645,-6.800000000000001,6.800000000000001
Kudermetova V.,Kudermetova P.,Clay,16,19.7,5.2,0.8540000000000001,3.6999999999999993,3.6999999999999993
Uchijima M.,Montgomery R.,Clay,26,23.9,5.9,0.414,-2.1000000000000014,2.1000000000000014
Yastremska D.,Jones F.,Clay,32,24.3,5.8,0.47600000000000003,-7.699999999999999,7.699999999999999
Danilovic O.,Azarenka V.,Clay,18,24.3,5.7,0.455,6.300000000000001,6.300000000000001
Andreescu B.,Kessler M.,Clay,18,23.7,5.9,0.674,5.699999999999999,5.699999999999999
Kartal S.,Cristian J.,Clay,20,24.4,5.7,0.434,4.399999999999999,4.399999999999999
Frech M.,Bouzas Maneiro J.,Clay,35,24.3,5.6,0.5770000000000001,-10.7,10.7
Vekic D.,Baptiste H.,Clay,19,24.6,5.8,0.478,5.600000000000001,5.600000000000001
Samsonova L.,Dolehide C.,Clay,20,24.7,6.0,0.6,4.699999999999999,4.699999999999999
Bencic B.,Tauson C.,Clay,24,22.0,5.6,0.303,-2.0,2.0
Kalinskaya A.,Parry D.,Clay,23,24.6,5.9,0.5670000000000001,1.6000000000000014,1.6000000000000014
Haddad Maia B.,Pera B.,Clay,24,24.6,6.1,0.603,0.6000000000000014,0.6000000000000014
Andreeva M.,Bouzkova M.,Clay,19,24.0,5.6,0.569,5.0,5.0
Navarro E.,Joint M.,Clay,24,21.8,5.5,0.35200000000000004,-2.1999999999999993,2.1999999999999993
Shnaider D.,Volynets K.,Clay,15,24.0,5.4,0.623,9.0,9.0
Swiatek I.,Eala A.,Clay,28,20.5,5.3,0.9259999999999999,-7.5,7.5
Sevastova A.,Ostapenko J.,Clay,21,23.7,5.8,0.36200000000000004,2.6999999999999993,2.6999999999999993
Starodubtseva Y.,Cocciaretto E.,Clay,23,24.0,5.7,0.33399999999999996,1.0,1.0
Keys M.,Bronzetti L.,Clay,19,24.1,5.9,0.768,5.100000000000001,5.100000000000001
Gauff C.,Yastremska D.,Clay,26,23.2,5.7,0.772,-2.8000000000000007,2.8000000000000007
Kasatkina D.,Parks A.,Clay,20,23.4,5.6,0.706,3.3999999999999986,3.3999999999999986
Paolini J.,Boulter K.,Clay,15,24.3,5.9,0.688,9.3,9.3
Sakkari M.,Linette M.,Clay,22,24.4,5.8,0.557,2.3999999999999986,2.3999999999999986
Kudermetova V.,Bucsa C.,Clay,35,22.4,5.7,0.764,-12.600000000000001,12.600000000000001
Sabalenka A.,Blinkova A.,Clay,19,23.3,5.9,0.8109999999999999,4.300000000000001,4.300000000000001
Uchijima M.,Jabeur O.,Clay,29,23.6,6.0,0.34,-5.399999999999999,5.399999999999999
Alexandrova E.,Danilovic O.,Clay,19,22.4,5.8,0.732,3.3999999999999986,3.3999999999999986
Stearns P.,Anisimova A.,Clay,28,20.3,5.4,0.225,-7.699999999999999,7.699999999999999
Kenin S.,Sun L.,Clay,17,24.2,5.9,0.643,7.199999999999999,7.199999999999999
Potapova A.,Zheng Q.,Clay,20,24.3,5.4,0.41,4.300000000000001,4.300000000000001
Svitolina E.,Kartal S.,Clay,16,24.8,5.8,0.6829999999999999,8.8,8.8
Kostyuk M.,Raducanu E.,Clay,26,24.0,5.9,0.446,-2.0,2.0
Masarova R.,Putintseva Y.,Clay,18,24.3,5.5,0.467,6.300000000000001,6.300000000000001
Pegula J.,Lys E.,Clay,16,24.3,5.8,0.634,8.3,8.3
Rybakina E.,Andreescu B.,Clay,17,24.4,5.6,0.722,7.399999999999999,7.399999999999999
Shnaider D.,Sevastova A.,Clay,12,23.5,6.0,0.6970000000000001,11.5,11.5
Andreeva M.,Frech M.,Clay,21,24.4,5.6,0.602,3.3999999999999986,3.3999999999999986
Starodubtseva Y.,Samsonova L.,Clay,27,24.6,5.9,0.304,-2.3999999999999986,2.3999999999999986
Keys M.,Kalinskaya A.,Clay,25,22.9,5.9,0.7290000000000001,-2.1000000000000014,2.1000000000000014
Bencic B.,Haddad Maia B.,Clay,32,24.3,5.8,0.414,-7.699999999999999,7.699999999999999
Gauff C.,Li A.,Clay,17,23.8,5.6,0.78,6.800000000000001,6.800000000000001
Swiatek I.,Noskova L.,Clay,18,21.3,5.6,0.877,3.3000000000000007,3.3000000000000007
Vekic D.,Navarro E.,Clay,27,24.1,6.0,0.54,-2.8999999999999986,2.8999999999999986
Kostyuk M.,Kudermetova V.,Clay,26,22.0,5.3,0.379,-4.0,4.0
Sabalenka A.,Mertens E.,Clay,24,23.4,6.0,0.7709999999999999,-0.6000000000000014,0.6000000000000014
Sakkari M.,Paolini J.,Clay,15,23.6,5.6,0.295,8.600000000000001,8.600000000000001
Potapova A.,Kenin S.,Clay,32,24.4,5.6,0.493,-7.600000000000001,7.600000000000001
Uchijima M.,Pegula J.,Clay,17,22.4,5.9,0.154,5.399999999999999,5.399999999999999
Stearns P.,Masarova R.,Clay,14,22.8,5.7,0.40299999999999997,8.8,8.8
Svitolina E.,Rybakina E.,Clay,19,24.3,5.9,0.466,5.300000000000001,5.300000000000001
Alexandrova E.,Kasatkina D.,Clay,22,20.2,5.2,0.763,-1.8000000000000007,1.8000000000000007
Andreeva M.,Starodubtseva Y.,Clay,17,24.1,6.0,0.722,7.100000000000001,7.100000000000001
Gauff C.,Bencic B.,Clay,18,20.0,5.3,0.885,2.0,2.0
Swiatek I.,Shnaider D.,Clay,29,23.9,5.7,0.733,-5.100000000000001,5.100000000000001
Keys M.,Vekic D.,Clay,17,23.7,6.1,0.698,6.699999999999999,6.699999999999999
Svitolina E.,Sakkari M.,Clay,19,23.8,6.2,0.6990000000000001,4.800000000000001,4.800000000000001
Uchijima M.,Alexandrova E.,Clay,23,18.5,4.4,0.11800000000000001,-4.5,4.5
Sabalenka A.,Stearns P.,Clay,18,22.2,5.9,0.831,4.199999999999999,4.199999999999999
Kostyuk M.,Potapova A.,Clay,17,23.7,5.8,0.498,6.699999999999999,6.699999999999999
Swiatek I.,Keys M.,Clay,23,24.4,5.7,0.67,1.3999999999999986,1.3999999999999986
Gauff C.,Andreeva M.,Clay,19,23.7,5.6,0.6579999999999999,4.699999999999999,4.699999999999999
Svitolina E.,Uchijima M.,Clay,15,21.9,5.9,0.8590000000000001,6.899999999999999,6.899999999999999
Sabalenka A.,Kostyuk M.,Clay,26,22.5,5.8,0.79,-3.5,3.5
Gauff C.,Swiatek I.,Clay,14,23.9,5.9,0.446,9.899999999999999,9.899999999999999
Sabalenka A.,Svitolina E.,Clay,21,24.6,5.7,0.593,3.6000000000000014,3.6000000000000014
Sabalenka A.,Gauff C.,Clay,22,24.6,5.8,0.496,2.6000000000000014,2.6000000000000014
Bouzas Maneiro J.,Li A.,Clay,34,24.1,5.7,0.491,-9.899999999999999,9.899999999999999
Cristian J.,Parks A.,Clay,14,23.6,6.2,0.7490000000000001,9.600000000000001,9.600000000000001
Lamens S.,Zarazua R.,Clay,21,23.6,5.8,0.359,2.6000000000000014,2.6000000000000014
Bronzetti L.,Sevastova A.,Clay,19,23.8,5.9,0.507,4.800000000000001,4.800000000000001
Sramkova R.,Kessler M.,Clay,18,23.9,5.5,0.505,5.899999999999999,5.899999999999999
Kartal S.,Birrell K.,Clay,29,20.5,5.3,0.764,-8.5,8.5
Bouzkova M.,Sherif M.,Clay,20,24.0,5.8,0.613,4.0,4.0
Osaka N.,Errani S.,Clay,17,24.4,5.9,0.639,7.399999999999999,7.399999999999999
Gracheva V.,Tomljanovic A.,Clay,19,24.0,5.6,0.524,5.0,5.0
Cocciaretto E.,Avanesyan E.,Clay,25,23.4,5.8,0.667,-1.6000000000000014,1.6000000000000014
Krueger A.,Bondar A.,Clay,25,24.0,5.8,0.391,-1.0,1.0
Baptiste H.,Blinkova A.,Clay,23,23.6,5.8,0.6509999999999999,0.6000000000000014,0.6000000000000014
Kudermetova V.,Stefanini L.,Clay,20,23.6,5.9,0.768,3.6000000000000014,3.6000000000000014
Lys E.,Uchijima M.,Clay,13,23.1,5.8,0.733,10.100000000000001,10.100000000000001
Pavlyuchenkova A.,Boulter K.,Clay,18,23.2,5.7,0.37799999999999995,5.199999999999999,5.199999999999999
Arango E.,Tomova V.,Clay,35,24.3,5.6,0.43700000000000006,-10.7,10.7
Danilovic O.,Siniakova K.,Clay,29,22.4,5.9,0.6920000000000001,-6.600000000000001,6.600000000000001
Raducanu E.,Joint M.,Clay,34,23.3,5.7,0.4,-10.7,10.7
Potapova A.,Yastremska D.,Clay,30,24.0,5.6,0.5,-6.0,6.0
Kostyuk M.,Eala A.,Clay,13,23.7,5.9,0.742,10.7,10.7
Volynets K.,Rus A.,Clay,18,24.0,5.8,0.622,6.0,6.0
Cristian J.,Putintseva Y.,Clay,25,24.6,5.8,0.532,-0.3999999999999986,0.3999999999999986
Shnaider D.,Dolehide C.,Clay,12,25.0,5.8,0.645,13.0,13.0
Ostapenko J.,Sramkova R.,Clay,26,24.2,5.7,0.69,-1.8000000000000007,1.8000000000000007
Mertens E.,Lamens S.,Clay,26,23.7,6.0,0.711,-2.3000000000000007,2.3000000000000007
Stearns P.,Kalinskaya A.,Clay,17,24.0,5.8,0.46799999999999997,7.0,7.0
Swiatek I.,Cocciaretto E.,Clay,13,23.9,5.8,0.7709999999999999,10.899999999999999,10.899999999999999
Paolini J.,Sun L.,Clay,19,23.9,5.9,0.7909999999999999,4.899999999999999,4.899999999999999
Baptiste H.,Samsonova L.,Clay,27,25.0,5.7,0.44,-2.0,2.0
Pegula J.,Krueger A.,Clay,18,23.7,6.1,0.78,5.699999999999999,5.699999999999999
Svitolina E.,Bouzas Maneiro J.,Clay,23,23.4,5.9,0.746,0.3999999999999986,0.3999999999999986
Keys M.,Gracheva V.,Clay,20,24.1,5.7,0.701,4.100000000000001,4.100000000000001
Bouzkova M.,Haddad Maia B.,Clay,15,23.3,5.8,0.637,8.3,8.3
Siegemund L.,Bronzetti L.,Clay,16,24.5,5.9,0.525,8.5,8.5
Kenin S.,Pavlyuchenkova A.,Clay,15,22.2,5.6,0.652,7.199999999999999,7.199999999999999
Linette M.,Sakkari M.,Clay,24,23.8,5.6,0.42100000000000004,-0.1999999999999993,0.1999999999999993
Sabalenka A.,Potapova A.,Clay,16,24.0,5.6,0.78,8.0,8.0
Frech M.,Azarenka V.,Clay,22,23.3,5.3,0.39,1.3000000000000007,1.3000000000000007
Zheng Q.,Danilovic O.,Clay,17,23.8,5.7,0.496,6.800000000000001,6.800000000000001
Noskova L.,Kartal S.,Clay,18,22.9,5.6,0.439,4.899999999999999,4.899999999999999
Kudermetova V.,Anisimova A.,Clay,25,24.0,5.6,0.396,-1.0,1.0
Andreeva M.,Arango E.,Clay,18,23.6,5.9,0.7440000000000001,5.600000000000001,5.600000000000001
Raducanu E.,Teichmann J.,Clay,16,23.9,5.8,0.685,7.899999999999999,7.899999999999999
Kostyuk M.,Kasatkina D.,Clay,18,23.8,5.7,0.47100000000000003,5.800000000000001,5.800000000000001
Navarro E.,Rakhimova K.,Clay,16,23.8,5.7,0.708,7.800000000000001,7.800000000000001
Gauff C.,Mboko V.,Clay,24,23.6,5.7,0.74,-0.3999999999999986,0.3999999999999986
Rybakina E.,Lys E.,Clay,21,24.2,5.6,0.6729999999999999,3.1999999999999993,3.1999999999999993
Andreescu B.,Vekic D.,Clay,24,24.0,5.6,0.465,0.0,0.0
Stearns P.,Keys M.,Clay,29,21.8,5.3,0.23800000000000002,-7.199999999999999,7.199999999999999
Shnaider D.,Cristian J.,Clay,18,24.7,5.8,0.583,6.699999999999999,6.699999999999999
Collins D.,Swiatek I.,Clay,19,23.9,5.9,0.255,4.899999999999999,4.899999999999999
Svitolina E.,Baptiste H.,Clay,29,24.0,5.9,0.71,-5.0,5.0
Paolini J.,Jabeur O.,Clay,19,24.2,5.9,0.7120000000000001,5.199999999999999,5.199999999999999
Osaka N.,Bouzkova M.,Clay,28,24.1,5.8,0.45,-3.8999999999999986,3.8999999999999986
Mertens E.,Pegula J.,Clay,19,24.3,5.9,0.354,5.300000000000001,5.300000000000001
Sabalenka A.,Kenin S.,Clay,27,24.4,5.9,0.7290000000000001,-2.6000000000000014,2.6000000000000014
Raducanu E.,Kudermetova V.,Clay,25,23.6,5.7,0.392,-1.3999999999999986,1.3999999999999986
Gauff C.,Linette M.,Clay,21,22.4,5.9,0.833,1.3999999999999986,1.3999999999999986
Andreescu B.,Rybakina E.,Clay,18,23.9,5.7,0.275,5.899999999999999,5.899999999999999
Tauson C.,Navarro E.,Clay,25,24.1,6.0,0.552,-0.8999999999999986,0.8999999999999986
Zheng Q.,Frech M.,Clay,17,24.5,5.8,0.599,7.5,7.5
Andreeva M.,Noskova L.,Clay,19,23.8,5.7,0.748,4.800000000000001,4.800000000000001
Stearns P.,Osaka N.,Clay,32,23.8,5.8,0.395,-8.2,8.2
Shnaider D.,Mertens E.,Clay,17,24.3,6.0,0.573,7.300000000000001,7.300000000000001
Paolini J.,Ostapenko J.,Clay,20,23.9,5.8,0.675,3.8999999999999986,3.8999999999999986
Gauff C.,Raducanu E.,Clay,15,23.5,5.7,0.765,8.5,8.5
Svitolina E.,Collins D.,Clay,18,24.2,5.8,0.629,6.199999999999999,6.199999999999999
Andreeva M.,Tauson C.,Clay,29,24.1,5.6,0.634,-4.899999999999999,4.899999999999999
Zheng Q.,Andreescu B.,Clay,19,24.2,5.7,0.633,5.199999999999999,5.199999999999999
Sabalenka A.,Kostyuk M.,Clay,20,22.5,5.8,0.797,2.5,2.5
Paolini J.,Shnaider D.,Clay,31,24.4,5.8,0.574,-6.600000000000001,6.600000000000001
Stearns P.,Svitolina E.,Clay,31,21.7,5.3,0.218,-9.3,9.3
Gauff C.,Andreeva M.,Clay,23,23.9,5.8,0.6509999999999999,0.8999999999999986,0.8999999999999986
Zheng Q.,Sabalenka A.,Clay,19,24.2,5.9,0.325,5.199999999999999,5.199999999999999
Paolini J.,Stearns P.,Clay,19,22.0,5.5,0.772,3.0,3.0
Gauff C.,Zheng Q.,Clay,36,24.2,5.5,0.6970000000000001,-11.8,11.8
Paolini J.,Gauff C.,Clay,18,24.6,5.7,0.419,6.600000000000001,6.600000000000001
Li A.,Timofeeva M.,Clay,21,24.3,5.7,0.622,3.3000000000000007,3.3000000000000007
Tomljanovic A.,Tomova V.,Clay,31,24.5,5.6,0.545,-6.5,6.5
Sonmez Z.,Bronzetti L.,Clay,15,23.3,5.8,0.40299999999999997,8.3,8.3
Bouzas Maneiro J.,Grabher J.,Clay,26,24.4,6.1,0.531,-1.6000000000000014,1.6000000000000014
Rakhimova K.,Teichmann J.,Clay,17,23.4,5.6,0.38299999999999995,6.399999999999999,6.399999999999999
Joint M.,Volynets K.,Clay,15,23.5,6.0,0.6509999999999999,8.5,8.5
Li A.,Baptiste H.,Clay,35,23.7,5.5,0.474,-11.3,11.3
Sevastova A.,Sonmez Z.,Clay,19,24.3,5.9,0.5710000000000001,5.300000000000001,5.300000000000001
